customer_id,product_id,geolocation_city,micro_warehouse
acc4ae9fbacf44ef153b5a5d9906f0d5,"""1be9a7b25f7ddfe1dfda88b9b64f595c""",guarulhos,3
1ced4937382c20943b262c23a2348dc9,c62bc42d383a40b285eee3f95240c817,rio de janeiro,3
357ea86137051c554e5a5f673ad8e14a,d63c1011f49d98b976c352955b1c4bea,sao paulo,3
1a0d6c0fd553e58bb7456e4bb9f04fcf,0,itanhaem,3
753bd08248a5fa2c21da47c01cfd83a3,"""96d1c06692244e2fed6e1f9aa9552770""",santos,3
11ba86af0ea78e6db913284c2e9902a8,0,ribeirao preto,3
04eab1d81968c50de538547eaa7ce532,0,sao jose do rio preto,3
270c23a11d024a44c896d1894b261a83,0,sao paulo,3
c576e3c1b3d8b65c4dd8499f36d5f52e,"""731599825523e54feea5f4678ca8f54f""",campinas,3
ebd4427eb14de37b29b78d4464004cab,b2f15c23f560da3b247e1090d9d12be7,sorocaba,3
c5fad69ac45610b0649c7297f7884cb8,0,são paulo,3
c2bc0fec1b0b38cb85113e952d7bd112,"""56d45b2c27871322801134f57d1b9dfb""",sao carlos,3
edd42935e92c9d18e1243d2207f2ff7f,cc971e0365873137b8bef2ebad633e6f,cosmopolis,3
c8b57f80f80e9d624179e71107b48c40,0,altinopolis,3
c757530c4da46b073ec4585fac46554d,"""1bdfcb8320195a0fbab354ae99d95d91""",espirito santo do pinhal,3
4cca2bdc9a6f0f9238b80a80ff1b30e1,"""439dee65f97bb5e70b021e1e7cf54a5e""",santos,3
7a0a62073458a64b47eefca7f10df997,"""8418c7eadd4164f7b60fa91f6a5c3461""",sao paulo,3
d3b38af3b96edca0fb37ce0da53bfd3c,"""380db7678ce8fd2e3c80de130bc32fbd""",sao vicente,3
27b2c3a477570ceb2653cc72c79c94cf,e44f675b60b3a3a2453ec36421e06f0f,sao paulo,3
97966ccb9ebeb90699f50c21714848e0,0,campinas,3
19a12c0cac7193deaef2d7040b4f4bd4,f813e301b61b001b6baac3a54b9acfe2,jacarei,3
a3f74d8df2b8fa6182979d531f71c2af,"""87283a98b24f9f1ac3a31b631073cf47""",ribeirao preto,3
d7985e6fd1cd00201093d271a93f3985,0,rio de janeiro,3
0c7204ee9281f0da796c071ab64ea752,"""13b84ccbd3ce6a81ff8333896dbe84d8""",jau,3
c41453f7bd7d6b8de47dabe95160ffd4,a02d0123079f4ae96001ba2010d1a2df,batatais,3
859cd8639232f2c23c96004b82df83f8,"""12fc9ab82dd45f3824881d94f79edb38""",rio de janeiro,3
c0c57d5e694be4512af66525fad54068,0,sao paulo,3
f92002d38cf42e7f91042c9cb948c326,0,itapevi,3
f2cb2c39dd256d43335ad9c4e0a088fe,"""5a6e53c3b4e8684b13388d6aa4afdf12""",sumare,3
86f78e419a3ed5dcaddf3bd5d0c4adae,e0d64dcfaa3b6db5c54ca298ae101d05,guarulhos,3
10d62dc8911877b49e7a2a0981b60a24,"""8c591ab0ca519558779df02023177f44""",mogi das cruzes,3
7022ca80e9e04a1471c83127cbb653a1,0,são paulo,3
400454b87af26cd25c67f15a9e9657cd,0,são vicente,3
92a03bee8af53fe8999c5a3eb9645c9f,0,sao carlos,3
4b90cd5a80fe5a2cd3741558d57d3e20,0,santos,3
f6dd33efc35027b6c112319278461695,0,sao bernardo do campo,3
14ad561f083cd19492c62dbc08a85c35,0,sao jose dos campos,3
177522b2e82f2058eeb31df85a106f28,0,mairipora,3
d61138db5bdc5abf1775b4420cf6682c,0,atibaia,3
9a66505bf502bb3d549c86dd61b38b02,0,ubatuba,3
c78088a2467e83cbb726c1283608dca7,d04857e7b4b708ee8b8b9921163edba3,maua,3
1c913a67c4f8ef08f6b99b68a1f8d38a,0,osasco,3
8e54a1f4e992629b3c41f7905d6b46c3,b36e7193e7cc82714005b7aba1deb3c5,sao paulo,3
f8d5adc32955a3f8c92b0343deebad7f,0,santo andre,3
3325076d2bbc0b97e626ed18613f0e3b,"""5f19455f0c3902e89f16a6042bd4221d""",sao paulo,3
e46a954e026813d17a304893da1e0862,0,sao paulo,3
3d721df95ee50e67024b60dc2f968ae9,"""7e1cd234017755c3d884de59cbd15ca7""",maua,3
81904fe0847fa79d876547cd0c859156,"""79c0ace2ccf0da036e787875a49151a4""",campinas,3
8175b179573109f5fffbc355e691ba2e,0,aracatuba,3
c7d01474e137ab202e9d31f379d6ad02,d5b703c271f43f9c588a6f512a00f77e,sao paulo,3
4b5887808bfa4aec1089a607cf5e0398,0,sao paulo,3
b4e1d5fdf13905222b7a571b9edad9ef,0,sao paulo,3
3630d72b7bc768b5d2bb45844561e7f7,0,caieiras,3
8d00bb042dfdfc4c8121bcd01fbc78bc,0,registro,3
ae8d66e811a5685e813d4fabe3b805a6,0,paraguacu paulista,3
b8cf418e97ae795672d326288dfab7a7,"""107177bf61755f05c604fe57e02467d6""",hortolandia,3
b31b5ecd79d2528b3340abb86f5c2a4d,e0cf79767c5b016251fe139915c59a26,osasco,3
7b0fc6ecc532642ffce9a191715e3faf,0,campinas,3
6f77c9578a65aba965ffb1634406249f,c46c87888b081cf424913fd74b9b6e87,rio de janeiro,3
69c332bdd81e457614a7674cfd817a4b,c7b3cf9de7be95b3e09e7a63315685eb,bauru,3
48342baa6af62deabf69b3d7c8b4c079,0,andradina,3
a0361634806336b2ccb198e40eb9bf8c,b2a276c8b8261ba2c2c46bcfa1f522ee,rio de janeiro,3
41740b03cf7ce275a840cc38f1ab04e0,0,barueri,3
fe76f5f82711c01468aceb3b3eb7026a,"""1d092cf4f9b3ea4bed6ec6566b38ad45""",sao jose dos campos,3
dd8adebabc801bb0fed474be66be9f92,0,barueri,3
53825b54ec2844b2a1888dc8bd9fe3e2,0,carapicuiba,3
b27bb08f277571e3c41d44e9826df158,0,rio de janeiro,3
07ea600bb145c172bb93190abb2081b9,0,santo andre,3
b9b2638983d22185ac84fa7d6526ab78,"""550fc11ceff23335b50bdab8f9d3c3e2""",sao paulo,3
9f56f65891ef11f332bda66952a48874,e7cc48a9daff5436f63d3aad9426f28b,sao paulo,3
90f2f00e590c8683e41a97fb88328691,0,santo andre,3
c7baa6105c8f8e055a74e6eb6fd7a97c,0,batatais,3
93efa0bfc406789dc02d73233c812097,d7d4469347b566ef611163dc0b9cee2c,sao paulo,3
ac91f1635b88b5f8c1dfe3d747cffb03,"""0705b33fb285827a578fce4899f1b921""",artur nogueira,3
f95fb411cd509902774af543e8d0caf1,0,campinas,3
810c7bae3b3fe36cbc666dec01471292,0,campinas,3
b043505be4918bfce20906a28b3216ab,b3a1e177812466b5c1c71b314ee2ee31,suzano,3
17bde6e1b8489fa8ee69d2606ef4abb5,"""8a443635fdf9759915c9be5be2e3b862""",sao jose do rio preto,3
c3c857cd0a9d80003b1591bb31a49d30,0,catanduva,3
88d4c18326bbe6b94df6b56706ee61e8,"""72bb19eb8886399d5a46785146792ba7""",sao paulo,3
79f56f5284d3a9cf70fbdbfba977db7a,0,campinas,3
03d1b22e6c0b53ff1ddc79c33ec96a27,"""007c63ae4b346920756b5adcad8095de""",santos,3
1792c3344cb8e193a50596b21a777a5d,0,sao jose do rio pardo,3
207f1f6d3f964b39a1f0eae4a03ad746,0,ribeirao preto,3
644ae863876b9e39b3a43d8672980962,"""7a764d2ad0306a21f83f06ae99b397b7""",sao joaquim da barra,3
14f48ad16762cbf2cd2fbd4d0e8c9ffc,0,sao paulo,3
3807775dbc0ada986e045cbfca95acff,"""53b36df67ebb7c41585e8d54d6772e08""",guarujá,3
11438b1c01227d2058484d74b0d71a54,0,santos,3
a81e8424b6bfd433cfef8d7bcb36b26d,0,sao paulo,3
e4becc9eb42bca5ecc23cf5f5955e1dc,0,sao paulo,3
f037c0f3d62d2c77533386a9b4e32883,0,diadema,3
a927ff01b2ce8eda3341ba16a1e80068,0,maua,3
9140f6b8dabc82d5bc6f94b76b50e7b8,e4ad97ce352e46bebac92018f6ed976d,taboao da serra,3
c0a599a259226219c1ea0d3b8821ca54,0,sao paulo,3
270c23a11d024a44c896d1894b261a83,0,sao paulo,3
dbbbdb6ab9a7d8e3fc39a907f456bf19,0,sao paulo,3
dd476ea0106ffc93a7e6b63ff1f02608,0,sao paulo,3
8379c9e3e6fc7518c5ea6e812f0f4cc1,0,santo andre,3
62c3d7422ddfe3eaf127b0ff104a6b2d,"""3c2e0c7185b8cb4c6172f7ad5e8f3075""",sao manuel,3
87f51a0f934f82e81d8680ef1afeaf48,0,rio de janeiro,3
73c65731f86095845be2da68f658284d,0,ibiúna,3
f84f26f63740d611dc698e3000288cf1,0,guariba,3
c50b76da2bbd240a8508f5802745476d,"""74cee16411adfa1d4d9a343d75aa6177""",suzano,3
7795e3faa6e16fc40aafee568b25a85d,"""654ccc4e5459e7ba6b8d9fb04c45b9db""",santo andré,3
7d1c74a9dd318349ca7f7740a0a1e07b,0,campinas,3
7076c7f3aecf10b4e928caef589ebd18,"""78f5f8f4547e4be0449bce34eb0557f2""",taubate,3
05a87ac6766c8ae5ae93c0a249b5508d,dbb4ce89c8ed5fb6fd901e2e51093179,sao paulo,3
86484b39e159b80d85758985c1463d6d,0,sao paulo,3
4799fe9675b9a46fb5b6737a494b2d2f,fe01b643060a6446e59f58e3021e66b3,barueri,3
fdf0fe7cd1365ffdcbbc3b95273a20a5,"""486e577f635477c920c95e95dc243bc8""",santo andre,3
db85776d3a2c4b18bb7b7eb0ee0cd3fc,0,sao jose dos campos,3
83a7d95a92656e2033852b2a8bb37e70,d3c044bd42d84a79e3b0c42662806a48,sao paulo,3
a96fed386e9f06ba19d204e1372d1ff6,"""83b23a333b811855258c5ec9431f6d3e""",são vicente,3
ac5cf84d41fb5ab92ebd92d49697c26e,0,sao jose dos campos,3
8ffe52ac7d480a27180338e697eec534,0,sao paulo,3
735cdc6f61c25a60d0c9436b6205eda4,0,sao paulo,3
91cbdb19cc0cb23e62b4f291f0c1e41e,0,juquitiba,3
f948127c1046ac5b25e3a009988c2b6a,0,sao paulo,3
0c73d3ffa5eda2d98e6f4474a8e610b0,"""7a10781637204d8d10485c71a6108a2e""",santo andre,3
178cf970306cdf3e11914807903454f1,"""7564c1759c04fc0a38f2aa84f7a370ee""",diadema,3
63b964e79dee32a3587651701a2b8dbf,0,atibaia,3
f8adf4020474a08e2d15151324999e36,0,são paulo,3
ae40a9366981463c2e921d2ff3527591,0,sao paulo,3
bcedc39b5161851e34292ddb63cee414,0,santo andre,3
43491d3d8c2354d4f3c28c63e25b9a9a,"""986b5076dbde32c7078395545cf40657""",praia grande,3
98ebf1c15712e7bc455d7cf9130f3f62,0,sao bernardo do campo,3
80f2d28c54c8a5611e5109bcbbd63490,0,sao paulo,3
090c54303fddc5393a9386f0ce454d62,0,jundiai,3
d932de6fce118de65a177f37e11b4520,0,salto,3
5860b5d39dc0369205b146cbd32b50b6,0,barueri,3
56b1ac2855cc6d7950b4ffa6a9b41b0d,"""06601c3059e35a3bf65e72f2fd2ac626""",salto,3
e7be4eaa39a7bd5d8f48f7810f07930f,"""656e0eca68dcecf6a31b8ececfabe3e8""",paulinia,3
ea60b3dc0208675595c928338d86973e,0,barueri,3
c200dbd8f8b00abf9018dce0eed07c30,0,sao paulo,3
4236ba0e8837211a7c2d22719c96bf86,0,santos,3
